taxonomy_id	name	rank	lineage	InfA-30_diamond.diamond	PI2-20_diamond.diamond	InfA-33_diamond.diamond	InfB-22_diamond.diamond	RSA-24_diamond.diamond	RSV-25_diamond.diamond
2498113	Limnobaculum zhutongyuii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Budviciaceae;Limnobaculum;Limnobaculum zhutongyuii	0	0	0	0	0	2
2908637	Acinetobacter sp. SCLZS86	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. SCLZS86	0	0	0	0	0	4
553982	Allochromatium tepidum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Chromatiaceae;Allochromatium;Allochromatium tepidum	0	0	0	0	0	1
33882	Microbacterium	genus	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Micrococcales;Microbacteriaceae;Microbacterium	0	0	0	0	0	10
2109914	Ottowia oryzae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia;Ottowia oryzae	0	0	0	0	0	10
31988	Aminobacter	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Phyllobacteriaceae;Aminobacter	0	0	0	0	0	5
248026	Cupriavidus pinatubonensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Cupriavidus;Cupriavidus pinatubonensis	0	0	0	0	0	15
716	Actinobacillus suis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus;Actinobacillus suis	0	0	0	0	0	1
3392035	Neisseria sp. CCUG12390	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;unclassified Neisseria;Neisseria sp. CCUG12390	0	0	0	0	0	8
427923	Desulfurivibrio alkaliphilus	species	cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobulbia;Desulfobulbales;Desulfobulbaceae;Desulfurivibrio;Desulfurivibrio alkaliphilus	0	0	0	0	0	10
2169666	Felispumavirus	genus	Viruses;Riboviria;Pararnavirae;Artverviricota;Revtraviricetes;Ortervirales;Retroviridae;Spumaretrovirinae;Felispumavirus	0	0	0	0	0	2
504	Kingella kingae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;Kingella kingae	0	0	0	0	0	2
3156079	Psychrobacter sp. KFRI-CH2-11	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. KFRI-CH2-11	0	0	0	0	0	1
1126	Microcystis aeruginosa	species	cellular organisms;Bacteria;Bacillati;Cyanobacteriota/Melainabacteria group;Cyanobacteriota;Cyanophyceae;Oscillatoriophycideae;Chroococcales;Microcystaceae;Microcystis;Microcystis aeruginosa	0	0	0	0	0	7
412593	Thermosulfidibacter takaii	species	cellular organisms;Bacteria;Pseudomonadati;Thermosulfidibacterota;Thermosulfidibacteria;Thermosulfidibacterales;Thermosulfidibacteraceae;Thermosulfidibacter;Thermosulfidibacter takaii	0	0	0	0	0	1
406548	Aquisphaera giovannonii	species	cellular organisms;Bacteria;Pseudomonadati;PVC group;Planctomycetota;Planctomycetia;Isosphaerales;Isosphaeraceae;Aquisphaera;Aquisphaera giovannonii	0	0	0	0	0	1
1002546	uncultured Cohaesibacter sp.	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Cohaesibacteraceae;Cohaesibacter;environmental samples;uncultured Cohaesibacter sp.	0	0	0	0	0	1
218208	Desulfatibacillum aliphaticivorans	species	cellular organisms;Bacteria;Pseudomonadati;Thermodesulfobacteriota;Desulfobacteria;Desulfobacterales;Desulfatibacillaceae;Desulfatibacillum;Desulfatibacillum aliphaticivorans	0	0	0	0	0	1
1776742	Acinetobacter vivianii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;Acinetobacter vivianii	0	0	0	0	0	8
400946	Wohlfahrtiimonas chitiniclastica	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Ignatzschineriaceae;Wohlfahrtiimonas;Wohlfahrtiimonas chitiniclastica	0	0	0	0	0	1
3242468	Candidatus Izemoplasma sp. B36	species	cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Candidatus Izemoplasmatales;Candidatus Izemoplasmataceae;Candidatus Izemoplasma;unclassified Candidatus Izemoplasma;Candidatus Izemoplasma sp. B36	0	0	0	0	0	1
1314	Streptococcus pyogenes	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pyogenes	0	0	0	0	0	1
72	Simonsiella muelleri	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Simonsiella;Simonsiella muelleri	0	0	0	0	0	7
2822410	Methylotuvimicrobium	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylotuvimicrobium	0	0	0	0	0	1
295596	Candidatus Hepatoplasma crinochetorum	species	cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mollicutes;Mycoplasmatales;Candidatus Hepatoplasmataceae;Candidatus Hepatoplasma;Candidatus Hepatoplasma crinochetorum	0	0	0	0	0	1
1445505	Gynuella sunshinyii	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Gynuella;Gynuella sunshinyii	0	0	0	0	0	5
160808	Acidithiobacillus ferrivorans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Acidithiobacillia;Acidithiobacillales;Acidithiobacillaceae;Acidithiobacillus;Acidithiobacillus ferrivorans	0	0	0	0	0	6
888436	Psychrobacter sp. 4Bb	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. 4Bb	0	0	0	0	0	2
579	Kluyvera	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Kluyvera	0	0	0	0	0	3
407217	Aquitalea	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Chromobacteriaceae;Aquitalea	0	0	0	0	0	1
1579979	Wenzhouxiangella marina	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Wenzhouxiangellaceae;Wenzhouxiangella;Wenzhouxiangella marina	0	0	0	0	0	1
1392877	Pseudomonas oryzae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas oryzae	0	0	0	0	0	1
1608996	Pseudomonas helleri	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas helleri	0	0	0	0	0	1
326544	Paraglaciecola psychrophila	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Paraglaciecola;Paraglaciecola psychrophila	0	0	0	0	0	1
584	Proteus mirabilis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Proteus;Proteus mirabilis	0	0	0	0	0	8
1198136	Tevenvirinae	subfamily	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Pantevenvirales;Straboviridae;Tevenvirinae	0	0	0	0	0	6
2983215	Acinetobacter sp. ESL0695	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. ESL0695	0	0	0	0	0	1
2202148	Azospirillum thermophilum	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodospirillales;Azospirillaceae;Azospirillum;Azospirillum thermophilum	0	0	0	0	0	1
153493	Conchiformibius steedae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Neisseriales;Neisseriaceae;Conchiformibius;Conchiformibius steedae	0	0	0	0	0	5
94694	Desulfurococcus amylolyticus	species	cellular organisms;Archaea;Thermoproteati;Thermoproteota;Thermoprotei;Desulfurococcales;Desulfurococcaceae;Desulfurococcus;Desulfurococcus amylolyticus	0	0	0	0	0	2
29486	Yersinia ruckeri	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Yersinia;Yersinia ruckeri	0	0	0	0	0	6
2755588	Anaerobacillus sp. CMMVII	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Bacillaceae;Anaerobacillus;unclassified Anaerobacillus;Anaerobacillus sp. CMMVII	0	0	0	0	0	1
914153	Salinimonas lutimaris	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Alteromonas/Salinimonas group;Salinimonas;Salinimonas lutimaris	0	0	0	0	0	1
2081791	Rhizobium ruizarguesonis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Rhizobium;Rhizobium ruizarguesonis	0	0	0	0	0	4
2791037	Thiomicrorhabdus immobilis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Thiomicrorhabdus;Thiomicrorhabdus immobilis	0	0	0	0	0	3
511108	Ottowia pentelensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Ottowia;Ottowia pentelensis	0	0	0	0	0	2
3064892	Psychrobacter sp. van23A	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. van23A	0	0	0	0	0	4
1813019	Campylobacter hepaticus	species	cellular organisms;Bacteria;Pseudomonadati;Campylobacterota;Epsilonproteobacteria;Campylobacterales;Campylobacteraceae;Campylobacter;Campylobacter hepaticus	0	0	0	0	0	1
3158364	Variovorax sp. 375MFSha3.1	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;unclassified Variovorax;Variovorax sp. 375MFSha3.1	0	0	0	0	0	3
713	Actinobacillus	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Actinobacillus	0	0	0	0	0	2
2652803	Candidatus Azoamicus ciliaticola	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria incertae sedis;Candidatus Azoamicaceae;Candidatus Azoamicus;Candidatus Azoamicus ciliaticola	0	0	0	0	0	1
292486	Avibacterium	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Avibacterium	0	0	0	0	0	1
1903411	Yersiniaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae	0	0	0	0	0	1
2630038	unclassified Shimia	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Roseobacteraceae;Shimia;unclassified Shimia	0	0	0	0	0	1
1903414	Morganellaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae	0	0	0	0	0	1
2785627	Azospira inquinata	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Rhodocyclales;Rhodocyclaceae;Azospira;Azospira inquinata	0	0	0	0	0	1
392593	Inhella inkyongensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Inhella;Inhella inkyongensis	0	0	0	0	0	1
1156497	Pichiaceae	family	cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Saccharomycotina;Pichiomycetes;Pichiales;Pichiaceae	0	0	0	0	0	1
1303	Streptococcus oralis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus oralis	0	0	0	0	0	3
413882	Caldimonas brevitalea	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Sphaerotilaceae;Caldimonas;Caldimonas brevitalea	0	0	0	0	0	1
868	Cardiobacteriaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae	0	0	0	0	0	3
3414707	Psychrobacter sp. 219-2-C	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. 219-2-C	0	0	0	0	0	15
1336	Streptococcus equi	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus dysgalactiae group;Streptococcus equi	0	0	0	0	0	1
1608473	Acinetobacter sp. NCu2D-2	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. NCu2D-2	0	0	0	0	0	1
641	Vibrionaceae	family	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Vibrionales;Vibrionaceae	0	0	0	0	0	1
53431	Nocardia salmonicida	species	cellular organisms;Bacteria;Bacillati;Actinomycetota;Actinomycetes;Mycobacteriales;Nocardiaceae;Nocardia;Nocardia salmonicida	0	0	0	0	0	3
858422	Bradyrhizobium sp. CCBAU 051011	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Nitrobacteraceae;Bradyrhizobium;unclassified Bradyrhizobium;Bradyrhizobium sp. CCBAU 051011	0	0	0	0	0	1
364410	Granulibacter bethesdensis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Acetobacterales;Acetobacteraceae;Granulibacter;Granulibacter bethesdensis	0	0	0	0	0	1
1395951	Pararhizobium gei	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Rhizobium/Agrobacterium group;Pararhizobium;Pararhizobium gei	0	0	0	0	0	1
251701	Pseudomonas syringae group genomosp. 3	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas syringae group;Pseudomonas syringae group genomosp. 3	0	0	0	0	0	1
3434353	Streptococcus sp. KHUD_014	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;unclassified Streptococcus;Streptococcus sp. KHUD_014	0	0	0	0	0	2
1642	Listeria innocua	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Listeriaceae;Listeria;Listeria innocua	0	0	0	0	0	3
1345115	Candidatus Hartigia pinicola	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Enterobacteriaceae incertae sedis;ant, tsetse, mealybug, aphid, etc. endosymbionts;Candidatus Hartigia;Candidatus Hartigia pinicola	0	0	0	0	0	1
604088	Qipengyuania nanhaisediminis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Qipengyuania;Qipengyuania nanhaisediminis	0	0	0	0	0	1
2895509	Metamycoplasma	genus	cellular organisms;Bacteria;Bacillati;Mycoplasmatota;Mycoplasmoidales;Metamycoplasmataceae;Metamycoplasma	0	0	0	0	0	1
2762322	Variovorax sp. PAMC26660	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Comamonadaceae;Variovorax;unclassified Variovorax;Variovorax sp. PAMC26660	0	0	0	0	0	2
2211638	Limimaricola	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Rhodobacterales;Paracoccaceae;Limimaricola	0	0	0	0	0	1
1524260	Polaribacter marinivivus	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Polaribacter;Polaribacter marinivivus	0	0	0	0	0	1
362534	Kordiimonadales	order	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Kordiimonadales	0	0	0	0	0	1
2668067	Marinobacterium sp. LSUCC0821	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinobacterium;unclassified Marinobacterium;Marinobacterium sp. LSUCC0821	0	0	0	0	0	1
1144748	Kangiella sediminilitoris	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Kangiellales;Kangiellaceae;Kangiella;Kangiella sediminilitoris	0	0	0	0	0	1
320324	Formosa agariphila	species	cellular organisms;Bacteria;Pseudomonadati;FCB group;Bacteroidota/Chlorobiota group;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Formosa;Formosa agariphila	0	0	0	0	0	1
317	Pseudomonas syringae	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas syringae group;Pseudomonas syringae group genomosp. 1;Pseudomonas syringae	0	0	0	0	0	1
2950074	Acinetobacter sp. C32I	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Acinetobacter;unclassified Acinetobacter;Acinetobacter sp. C32I	0	0	0	0	0	3
85698	Achromobacter xylosoxidans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Achromobacter;Achromobacter xylosoxidans	0	0	0	0	0	1
3241169	Marinomonas sp. RS-M-Aa-14	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;unclassified Marinomonas;Marinomonas sp. RS-M-Aa-14	0	0	0	0	0	1
2653203	Sphingomonas sp. CL5.1	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;unclassified Sphingomonas;Sphingomonas sp. CL5.1	0	0	0	0	0	1
929813	Gibbsiella quercinecans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Yersiniaceae;Gibbsiella;Gibbsiella quercinecans	0	0	0	0	0	2
3406645	Psychrobacter sp. ER1	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Moraxellales;Moraxellaceae;Psychrobacter;unclassified Psychrobacter;Psychrobacter sp. ER1	0	0	0	0	0	2
288004	Beggiatoa leptomitoformis	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Beggiatoa;Beggiatoa leptomitoformis	0	0	0	0	0	1
870	Dichelobacter nodosus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Cardiobacteriales;Cardiobacteriaceae;Dichelobacter;Dichelobacter nodosus	0	0	0	0	0	9
1296669	Aquabacterium olei	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Burkholderiales genera incertae sedis;Aquabacterium;Aquabacterium olei	0	0	0	0	0	1
2681877	Zhurongbacter thermophilus	species	cellular organisms;Bacteria;Pseudomonadati;Zhurongbacterota;Zhurongbacter;Zhurongbacter thermophilus	0	0	0	0	0	1
2576760	Pantoea sp. Nvir	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Erwiniaceae;Pantoea;unclassified Pantoea;Pantoea sp. Nvir	0	0	0	0	0	1
59195	Rickettsiella	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Legionellales;Coxiellaceae;Rickettsiella	0	0	0	0	0	1
128574	Paenibacillus brasilensis	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus brasilensis	0	0	0	0	0	1
634121	Arsenophonus symbiont of Ornithomya chloropus	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Enterobacterales;Morganellaceae;Arsenophonus;unclassified Arsenophonus;Arsenophonus symbiont of Ornithomya chloropus	0	0	0	0	0	1
2742	Marinobacter	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Marinobacteraceae;Marinobacter	0	0	0	0	0	6
642	Aeromonas	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Aeromonadales;Aeromonadaceae;Aeromonas	0	0	0	0	0	1
149698	Massilia	genus	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Telluria group;Massilia	0	0	0	0	0	1
2632938	unclassified Aliikangiella	no rank	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Oceanospirillales;Pleioneaceae;Aliikangiella;unclassified Aliikangiella	0	0	0	0	0	1
1583	Weissella confusa	species	cellular organisms;Bacteria;Bacillati;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Weissella;Weissella confusa	0	0	0	0	0	1
2771012	Wenzhouxiangella sp. AB-CW3	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Chromatiales;Wenzhouxiangellaceae;Wenzhouxiangella;unclassified Wenzhouxiangella;Wenzhouxiangella sp. AB-CW3	0	0	0	0	0	1
53412	Metapseudomonas resinovorans	species	cellular organisms;Bacteria;Pseudomonadati;Pseudomonadota;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Metapseudomonas;Metapseudomonas resinovorans	0	0	0	0	0	1
