#assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_004128215.1	PRJNA485481	na	na	na	2116467	3051973	Wenling frogfish arenavirus 2	strain=XYHYG24857	na	latest	Complete Genome	Major	Full	2019-02-12	ASM412821v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004128215.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/128/215/GCF_004128215.1_ASM412821v1	na	ICTV species exemplar	na	haploid	viral	10992	10992	42	3	3	3	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-13	4	4	0	29618816
GCF_004788975.1	PRJNA485481	na	na	na	2116487	3052755	Wenling frogfish filovirus	strain=XYHYS28627	na	latest	Complete Genome	Major	Full	2021-06-01	ASM478897v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004788975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/788/975/GCF_004788975.1_ASM478897v1	na	ICTV species exemplar	na	haploid	viral	17221	17221	50	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	10	10	0	29618816
GCF_004788995.1	PRJNA485481	na	na	na	2116488	3052777	Wenling thamnaconus septentrionalis filovirus	strain=LQMMTII17328	na	latest	Complete Genome	Major	Full	2021-06-01	ASM478899v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004788995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/788/995/GCF_004788995.1_ASM478899v1	na	ICTV species exemplar	na	haploid	viral	14280	14280	47.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	6	6	0	29618816
GCF_004788855.1	PRJNA485481	na	na	na	2116489	2560753	Wuhan sharpbelly bornavirus	strain=DSYS4497	na	latest	Complete Genome	Major	Full	2021-06-01	ASM478885v1	School of Life and Environmental Sciences, The University of Sydney	GCA_004788855.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/788/855/GCF_004788855.1_ASM478885v1	na	ICTV species exemplar	na	haploid	viral	8989	8989	48	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	6	6	0	29618816
GCF_018583375.1	PRJNA485481	na	na	na	2116490	2845857	Guangdong red-banded snake chuvirus-like virus	strain=LPSC27055	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1858337v1	School of Life and Environmental Sciences, The University of Sydney	GCA_018583375.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/375/GCF_018583375.1_ASM1858337v1	na	ICTV species exemplar	na	haploid	viral	10625	10625	41	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	3	3	0	29618816
GCF_018583385.1	PRJNA485481	na	na	na	2116492	2845859	Wenling fish chu-like virus	strain=XQTMS36511	na	latest	Complete Genome	Major	Full	2023-05-04	ASM1858338v1	School of Life and Environmental Sciences, The University of Sydney	GCA_018583385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/385/GCF_018583385.1_ASM1858338v1	na	ICTV species exemplar	na	haploid	viral	10385	10385	47.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	3	3	0	29618816
GCF_018583125.1	PRJNA485481	na	na	na	2116536	2843938	Chimay rhabdovirus	na	Chimay-1	latest	Complete Genome	Major	Full	2023-05-04	ASM1858312v1	Microbiology and Immunology, KU Leuven	GCA_018583125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/583/125/GCF_018583125.1_ASM1858312v1	na	ICTV species exemplar	na	haploid	viral	13706	13706	49.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	5	5	0	na
GCF_004788755.1	PRJNA485481	na	na	na	2116559	3052264	Mount Mabu Lophuromys virus 1	na	MOZ135_1	latest	Complete Genome	Major	Full	2019-06-28	ASM478875v1	Microbiology and Immunology, KU Leuven-Rega Institute	GCA_004788755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/788/755/GCF_004788755.1_ASM478875v1	na	ICTV species exemplar	na	haploid	viral	17940	17940	37	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-06-28	8	8	0	na
GCF_004788775.1	PRJNA485481	na	na	na	2116560	3052265	Mount Mabu Lophuromys virus 2	na	MOZ135_2	latest	Complete Genome	Major	Full	2019-06-28	ASM478877v1	Microbiology and Immunology, KU Leuven-Rega Institute	GCA_004788775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/788/775/GCF_004788775.1_ASM478877v1	na	ICTV species exemplar	na	haploid	viral	17220	17220	37	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-06-28	8	8	0	na
GCF_004117415.1	PRJNA485481	na	na	na	2116599	2116599	Cape gooseberry ilarvirus 1	na	Marinilla	latest	Complete Genome	Major	Full	2019-02-12	ASM411741v1	Biociencias, Universidad Nacional de Colombia Sede Medellin	GCA_004117415.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/117/415/GCF_004117415.1_ASM411741v1	na	na	na	haploid	viral	8589	8589	41.5	3	3	3	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-13	5	5	0	29502148
GCF_004788735.1	PRJNA485481	na	na	na	2116604	3052267	Pohorje myodes paramyxovirus 1	na	TT02/05	latest	Complete Genome	Major	Full	2021-06-01	ASM478873v1	Microbiology and Immunology, KU Leuven-Rega Institute	GCA_004788735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/788/735/GCF_004788735.1_ASM478873v1	na	ICTV species exemplar	na	haploid	viral	20148	20148	41	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-06-01	9	9	0	na
GCF_004132565.1	PRJNA485481	na	na	na	2116736	3427791	Chrysanthemum virus R	strain=BJ	na	latest	Complete Genome	Major	Full	2019-02-12	ASM413256v1	Institute of Medicinal Plant Development, Chinese Academy of Medical Sciences and Peking Union Medical College	GCA_004132565.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/132/565/GCF_004132565.1_ASM413256v1	na	ICTV species exemplar	na	haploid	viral	8890	8890	45.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	6	6	0	29525974
GCF_004132585.1	PRJNA485481	na	na	na	2122733	3427966	Camellia chlorotic dwarf-associated virus	na	Ca-1	latest	Complete Genome	Major	Full	2019-02-12	ASM413258v1	National Center for Citrus Virus Exclusion, Citrus Research Institute, Chinese Academy of Agricultural Sciences, Southwest University	GCA_004132585.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/132/585/GCF_004132585.1_ASM413258v1	na	ICTV species exemplar	na	haploid	viral	3687	3687	41	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	6	6	0	29500570
GCF_004133485.1	PRJNA485481	na	na	na	2126099	2126099	Porcine polyomavirus	strain=180230	na	latest	Complete Genome	Major	Full	2019-02-12	ASM413348v1	Diagnostic Laboratory, Cambridge Technologies	GCA_004133485.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/133/485/GCF_004133485.1_ASM413348v1	na	na	na	haploid	viral	4978	4978	46.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	4	4	0	na
GCF_004291235.1	PRJNA485481	na	na	na	2126525	3427283	Halorubrum pleomorphic virus 9	strain=B2-2/SS5-4	na	latest	Complete Genome	Major	Full	2020-05-15	ASM429123v1	Department of Biosciences and Institute of Biotechnology, University of Helsinki	GCA_004291235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/291/235/GCF_004291235.1_ASM429123v1	na	ICTV species exemplar	na	haploid	viral	16159	16159	60.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-01-10	28	28	0	29772256
GCF_003034805.1	PRJNA485481	na	na	na	2126722	2956640	Mycobacterium phage Pistachio	na	na	latest	Complete Genome	Major	Full	2021-05-13	ASM303480v1	Department of Biological Sciences, University of Pittsburgh	GCA_003034805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/034/805/GCF_003034805.1_ASM303480v1	na	ICTV species exemplar	na	haploid	viral	50006	50006	64	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	90	88	2	na
GCF_003034595.1	PRJNA485481	na	na	na	2126724	2734047	Staphylococcus phage phiSA_BS2	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM303459v1	Department of Microbiology, School of Life Science, Fudan University	GCA_003034595.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/034/595/GCF_003034595.1_ASM303459v1	na	ICTV species exemplar	na	haploid	viral	149229	149229	29.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	210	209	0	na
GCF_003023925.1	PRJNA485481	na	na	na	2126734	2734046	Staphylococcus phage phiSA_BS1	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM302392v1	Department of Microbiology, School of Life Science, Fudan University	GCA_003023925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/023/925/GCF_003023925.1_ASM302392v1	na	ICTV species exemplar	na	haploid	viral	142978	142978	30	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	200	200	0	na
GCF_003023935.1	PRJNA485481	na	na	na	2126803	2560278	Acinetobacter phage vB_AbaP_D2	na	na	latest	Complete Genome	Major	Full	2019-05-02	ASM302393v1	School of Life Science and Biotechnology, Dalian University of Technology	GCA_003023935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/023/935/GCF_003023935.1_ASM302393v1	na	ICTV species exemplar	na	haploid	viral	39964	39964	39	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-05-02	47	47	0	na
GCF_003023965.1	PRJNA485481	na	na	na	2126812	2955616	Mycobacterium phage Batiatus	na	na	latest	Complete Genome	Major	Full	2020-11-29	ASM302396v1	Biological Sciences, University of PIttsburgh	GCA_003023965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/023/965/GCF_003023965.1_ASM302396v1	na	ICTV species exemplar	na	haploid	viral	57737	57737	62	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	105	105	0	na
GCF_003024005.1	PRJNA485481	na	na	na	2126816	2955420	Mycobacterium phage Naca	na	na	latest	Complete Genome	Major	Full	2021-05-13	ASM302400v1	Biological Sciences, University of PIttsburgh	GCA_003024005.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/024/005/GCF_003024005.1_ASM302400v1	na	ICTV species exemplar	na	haploid	viral	51594	51594	60	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	88	87	1	na
GCF_003014935.1	PRJNA485481	na	na	na	2126819	2955547	Escherichia phage vB_EcoS Sa179lw	na	na	latest	Complete Genome	Major	Full	2021-05-01	ASM301493v1	Produce Safety and Microbiology, USDA ARS	GCA_003014935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/014/935/GCF_003014935.1_ASM301493v1	na	ICTV species exemplar	na	haploid	viral	46833	46833	46	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	86	86	0	na
GCF_003034655.1	PRJNA485481	na	na	na	2126925	2955513	Microbacterium phage BonaeVitae	na	na	latest	Complete Genome	Major	Full	2021-02-10	ASM303465v1	Department of Biological Sciences, University of Pittsburgh	GCA_003034655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/034/655/GCF_003034655.1_ASM303465v1	na	ICTV species exemplar	na	haploid	viral	17451	17451	68	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-02-10	26	26	0	na
GCF_003034755.1	PRJNA485481	na	na	na	2126928	2126928	Microbacterium phage Didgeridoo	na	na	latest	Complete Genome	Major	Full	2023-04-14	ASM303475v1	Department of Biological Sciences, University of Pittsburgh	GCA_003034755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/034/755/GCF_003034755.1_ASM303475v1	na	na	na	haploid	viral	42655	42655	66	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-04-14	75	74	1	na
GCF_003034765.1	PRJNA485481	na	na	na	2126929	2126929	Microbacterium phage Elva	na	na	latest	Complete Genome	Major	Full	2023-04-14	ASM303476v1	Department of Biological Sciences, University of Pittsburgh	GCA_003034765.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/034/765/GCF_003034765.1_ASM303476v1	na	na	na	haploid	viral	42139	42139	68	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-04-14	74	71	3	na
GCF_003034705.1	PRJNA485481	na	na	na	2126933	2956262	Microbacterium phage PaoPu	na	na	latest	Complete Genome	Major	Full	2021-02-10	ASM303470v1	Department of Biological Sciences, University of Pittsburgh	GCA_003034705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/034/705/GCF_003034705.1_ASM303470v1	na	ICTV species exemplar	na	haploid	viral	17362	17362	68.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-02-10	25	25	0	na
GCF_003051445.1	PRJNA485481	na	na	na	2126943	2956568	Mycobacterium phage Fameo	na	na	latest	Complete Genome	Major	Full	2021-05-15	ASM305144v1	Dept. of Biology and Chemistry, Nyack College	GCA_003051445.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/051/445/GCF_003051445.1_ASM305144v1	na	ICTV species exemplar	na	haploid	viral	52618	52618	63.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	94	94	0	na
GCF_003051505.1	PRJNA485481	na	na	na	2126952	2956081	Mycobacterium phage Leston	na	na	latest	Complete Genome	Major	Full	2020-11-28	ASM305150v1	Biological Sciences, University of PIttsburgh	GCA_003051505.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/051/505/GCF_003051505.1_ASM305150v1	na	ICTV species exemplar	na	haploid	viral	61808	61808	65	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-11-28	95	94	1	na
GCF_003051545.1	PRJNA485481	na	na	na	2126954	2955670	Mycobacterium phage OwlsT2W	na	na	latest	Complete Genome	Major	Full	2020-11-29	ASM305154v1	Biological Sciences, University of PIttsburgh	GCA_003051545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/051/545/GCF_003051545.1_ASM305154v1	na	ICTV species exemplar	na	haploid	viral	56515	56515	61	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	103	103	0	na
GCF_002966475.1	PRJNA485481	na	na	na	2126984	3060757	Tupanvirus deep ocean	na	deep ocean	latest	Chromosome	Major	Partial	2023-05-04	Tupan virus deep ocean	Microbiologia, UFMG	GCA_002966475.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/966/475/GCF_002966475.1_Tupan_virus_deep_ocean	partial	ICTV species exemplar	na	haploid	viral	1439508	1439487	29.5	1	1	2	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1343	1276	67	29487281
GCF_002966485.1	PRJNA485481	na	na	na	2126985	3060758	Tupanvirus soda lake	na	soda lake	latest	Chromosome	Major	Full	2023-05-04	Tupanvirus	Microbiologia, UFMG	GCA_002966485.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/966/485/GCF_002966485.1_Tupanvirus	na	ICTV species exemplar	na	haploid	viral	1516267	1515867	29	1	1	5	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	1429	1359	70	29487281
GCF_003031035.1	PRJNA485481	na	na	na	2136179	2734012	Salmonella phage vB_SenS_PHB07	na	na	latest	Complete Genome	Major	Full	2020-05-15	ASM303103v1	Key Laboratory of Agricultural Microbiology, Huazhong Agricultural University	GCA_003031035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/031/035/GCF_003031035.1_ASM303103v1	na	ICTV species exemplar	na	haploid	viral	51818	51818	43.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2021-10-12	87	87	0	na
GCF_004131465.1	PRJNA485481	na	na	na	2136283	3240639	Lily yellow mosaic virus	na	lily-bua	latest	Complete Genome	Major	Full	2019-02-12	ASM413146v1	Plant Protection, Beijing University of Agriculture	GCA_004131465.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/131/465/GCF_004131465.1_ASM413146v1	na	ICTV species exemplar	na	haploid	viral	9811	9811	45	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	1	1	0	29280016
GCF_004117175.1	PRJNA485481	na	na	na	2137161	2956525	Oz virus	strain=EH8	na	latest	Complete Genome	Major	Full	2019-02-12	ASM411717v1	Contact:Hiroko Ejiri National Institute of Infectious Diseases, Department of Medical Entomology; 1-23-1 Toyama, Shinjuku-ku, Tokyo 162-8640, Japan	GCA_004117175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/117/175/GCF_004117175.1_ASM411717v1	na	ICTV species exemplar	na	haploid	viral	10645	10645	43.5	6	6	6	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-13	6	6	0	29548745
GCF_003729235.1	PRJNA485481	na	na	na	2137352	2137352	Pythium polare bunya-like RNA virus 1	strain=PpBRV1-OPU1176	na	latest	Complete Genome	Major	Full	2019-02-12	ASM372923v1	Contact:Tomofumi Mochizuki Osaka Prefecture University, Graduate School of Life and Environmental Sciences; 1-1 Gakuencho, Nakaku, Sakai, Osaka 599-8531, Japan	GCA_003729235.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/729/235/GCF_003729235.1_ASM372923v1	na	na	na	haploid	viral	7567	7567	31.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	3	2	0	na
GCF_004130755.1	PRJNA485481	na	na	na	2137353	3431229	Pythium polare RNA virus 1	strain=PpRV1-OPU1176	na	latest	Complete Genome	Major	Full	2019-02-12	ASM413075v1	Contact:Tomofumi Mochizuki Osaka Prefecture University, Graduate School of Life and Environmental Sciences; 1-1 Gakuencho, Nakaku, Sakai, Osaka 599-8531, Japan	GCA_004130755.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/130/755/GCF_004130755.1_ASM413075v1	na	ICTV species exemplar	na	haploid	viral	5397	5397	57	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	2	2	0	na
GCF_004130775.1	PRJNA485481	na	na	na	2137354	2137354	Pythium polare RNA virus 2	strain=PpRV2-OPU1176	na	latest	Complete Genome	Major	Full	2019-02-12	ASM413077v1	Contact:Tomofumi Mochizuki Osaka Prefecture University, Graduate School of Life and Environmental Sciences; 1-1 Gakuencho, Nakaku, Sakai, Osaka 599-8531, Japan	GCA_004130775.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/130/775/GCF_004130775.1_ASM413077v1	na	na	na	haploid	viral	5491	5491	55.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	2	1	0	na
GCF_029884055.1	PRJNA485481	na	na	na	2137540	3060733	Opossum tetraparvovirus	na	4113	latest	Complete Genome	Major	Full	2023-05-04	ASM2988405v1	Virology Research Center, University of Sao Paulo	GCA_029884055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/884/055/GCF_029884055.1_ASM2988405v1	na	ICTV species exemplar	na	haploid	viral	5420	5420	51.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	29565808
GCF_029883995.1	PRJNA485481	na	na	na	2137541	3060734	Rodent tetraparvovirus	na	3542	latest	Complete Genome	Major	Full	2023-05-04	ASM2988399v1	Virology Research Center, University of Sao Paulo	GCA_029883995.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/883/995/GCF_029883995.1_ASM2988399v1	na	ICTV species exemplar	na	haploid	viral	5494	5494	56.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	29565808
GCF_029884125.1	PRJNA485481	na	na	na	2137542	3059967	Desmodus rotundus dependoparvovirus	na	246	latest	Complete Genome	Major	Full	2023-05-04	ASM2988412v1	Virology Research Center, University of Sao Paulo	GCA_029884125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/884/125/GCF_029884125.1_ASM2988412v1	na	ICTV species exemplar	na	haploid	viral	4894	4894	51	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	2	2	0	29565808
GCF_029884085.1	PRJNA485481	na	na	na	2137544	3059751	Pileated finch aveparvovirus	na	29	latest	Complete Genome	Major	Full	2023-05-04	ASM2988408v1	Virology Research Center, University of Sao Paulo	GCA_029884085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/884/085/GCF_029884085.1_ASM2988408v1	na	ICTV species exemplar	na	haploid	viral	5368	5368	44	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	3	3	0	29565808
GCF_029884095.1	PRJNA485481	na	na	na	2137546	3059788	Rodent bocavirus	na	1	latest	Complete Genome	Major	Full	2023-05-04	ASM2988409v1	Virology Research Center, University of Sao Paulo	GCA_029884095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/884/095/GCF_029884095.1_ASM2988409v1	na	ICTV species exemplar	na	haploid	viral	5227	5227	40	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2023-05-04	3	3	0	29565808
GCF_003034835.1	PRJNA485481	na	na	na	2137745	2844121	Enterobacter phage EspM4VN	na	na	latest	Complete Genome	Major	Full	2020-07-03	ASM303483v2	Contact:Katsumi Doi Kyushu University, Bioscience and Biotechnology; Hakozaki 6-10-1, Fukuoka, Higashi 812-8581, Japan	GCA_003034835.2	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/034/835/GCF_003034835.1_ASM303483v2	na	ICTV species exemplar	na	haploid	viral	160766	160766	50.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-07-04	222	219	3	na
GCF_004133125.1	PRJNA485481	na	na	na	2137858	3427712	Mume virus A	na	pm14	latest	Complete Genome	Major	Full	2019-02-12	ASM413312v1	Virology, INRA	GCA_004133125.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/133/125/GCF_004133125.1_ASM413312v1	na	ICTV species exemplar	na	haploid	viral	7644	7644	39.5	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2019-09-12	2	2	0	29570605
GCF_003044095.1	PRJNA485481	na	na	na	2138298	2733998	Aeromonas phage AhSzq-1	na	seawater	latest	Complete Genome	Major	Full	2020-05-15	ASM304409v1	Center for Synthetic Biology Engineering Research, Shenzhen Institutes of Advance Technology, Chinese Academy of Sciences	GCA_003044095.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/044/095/GCF_003044095.1_ASM304409v1	na	ICTV species exemplar	na	haploid	viral	112558	112558	44	1	1	1	NCBI RefSeq	Annotation submitted by NCBI RefSeq	2020-05-15	143	143	0	na
